,site,n,d18O,d2H,a,b,theta,area,intersect_area,perc overlap,koppen,clim
136,Grimes_BE 1997-2010,36,-7.982820404,-55.3330854,2.855539903,34.00586409,-0.13018173,304.5748343,237.4859793,0.779729487,Dfb,D
137,Grimes_BE 1997-2010,36,-9.892915008,-68.41209639,3.0791118,53.19924864,-0.108863456,513.7865368,307.2815371,0.59807238,Dfb,D
138,Grimes_BE 1997-2010,36,-9.276615145,-62.14561993,2.40591391,51.00888961,-0.10844912,384.9260085,304.4835883,0.791018486,Dfb,D
139,Grimes_BE 1997-2010,36,-9.962534727,-67.3966849,2.447861317,51.78437936,-0.117305126,397.5917485,304.4373227,0.765703322,Dfb,D
140,Grimes_BE 1997-2010,36,-9.42508306,-63.61670295,2.306168471,49.94331791,-0.116307553,361.2607117,307.4784757,0.851126252,Dfb,D
141,Grimes_BE 1997-2010,36,-8.728527969,-60.25343971,3.363862851,50.65472874,-0.114422488,534.4534976,309.4142147,0.578935709,Dfb,D
142,Grimes_BE 1997-2010,36,-8.939711648,-62.09327326,2.726682189,49.99616404,-0.114550508,427.5853608,309.3793444,0.723549899,Dfb,D
143,Grimes_BE 1997-2010,36,-8.816162515,-60.29170446,2.868752986,48.81907652,-0.110642288,439.2727873,305.620622,0.695742215,Dfb,D
144,Grimes_BE 1997-2010,36,-7.888342749,-55.78109989,3.097016342,35.61495172,-0.118501576,345.9619649,248.4375874,0.718106649,Dfb,D
145,Grimes_BE 1997-2010,48,-9.58510465,-65.24445219,1.994765555,51.40043693,-0.119389977,321.5967645,297.7675323,0.925903383,Dfb,D
146,Grimes_BE 1997-2010,48,-8.141080644,-56.71794137,2.67288719,35.57978582,-0.12107752,298.2884742,246.1112506,0.825077976,Dfb,D
147,Grimes_BE 1997-2010,48,-8.620929698,-60.45158752,2.953343892,47.45964289,-0.122260173,439.6326041,306.6389558,0.697489115,Dfb,D
148,Grimes_BE 1997-2010,48,-9.064380905,-60.04819106,1.930814807,43.91738397,-0.119240935,265.9671311,261.4733645,0.983104053,Dfb,D
149,Grimes_BE 1997-2010,48,-8.530334047,-60.33174995,2.972466308,47.24928851,-0.113216632,440.5191302,300.7770221,0.682778571,Dfb,D
150,Grimes_BE 1997-2010,48,-9.514021736,-63.74471686,2.260652672,51.01848757,-0.119512689,361.7536615,307.5557447,0.850180046,Dfb,D
151,Grimes_BE 1997-2010,48,-9.32951171,-62.48547631,1.946244128,45.19909963,-0.120811135,275.9168272,275.7007221,0.999216774,Dfb,D
152,Grimes_BE 1997-2010,48,-8.529222639,-60.33378161,2.710727538,47.18053401,-0.126037517,401.144723,305.3954199,0.761309828,Dfb,D
153,Grimes_BE 1997-2010,48,-8.52145865,-60.09563023,2.898004999,47.25935723,-0.123005149,429.5742328,305.2679264,0.710629044,Dfb,D
154,Grimes_BE 1997-2010,48,-8.048911364,-56.34076221,2.713616692,35.41728271,-0.118690362,301.4506623,244.1892806,0.810047252,Dfb,D
155,Grimes_BE 1997-2010,60,-8.413384561,-58.36344468,2.726847368,45.31016336,-0.124856689,387.5331429,296.7393713,0.765713531,Dfb,D
156,Grimes_BE 1997-2010,60,-9.620646863,-65.59073187,2.142285585,50.98230512,-0.115239264,342.5703536,300.4683035,0.877099551,Dfb,D
157,Grimes_BE 1997-2010,60,-9.386769451,-62.97569845,1.812461335,48.10362384,-0.123889457,273.4627626,269.400101,0.985143639,Dfb,D
158,Grimes_BE 1997-2010,60,-9.836751463,-67.16862384,2.035207122,49.87010219,-0.119265767,318.3475215,292.9238912,0.920138752,Dfb,D
159,Grimes_BE 1997-2010,60,-9.601572392,-65.79277365,2.042344894,54.07197683,-0.117469306,346.3796126,302.8720283,0.874393346,Dfb,D
160,Grimes_BE 1997-2010,60,-9.814802937,-67.11191075,3.048338555,50.30275199,-0.109606135,480.9579846,304.5763651,0.633270212,Dfb,D
161,Grimes_BE 1997-2010,60,-8.795062522,-60.30187095,2.497330088,47.28089383,-0.121916884,370.3510526,305.8687569,0.82588872,Dfb,D
162,Grimes_BE 1997-2010,60,-9.550511239,-65.17887414,2.184285836,48.35177374,-0.119155357,331.2643346,303.8607842,0.91727588,Dfb,D
163,Grimes_BE 1997-2010,60,-9.499966972,-64.30903905,1.818459199,47.81120417,-0.120765938,272.7001662,268.9933858,0.986407121,Dfb,D
164,Grimes_BE 1997-2010,60,-9.584032816,-65.08749146,2.04523301,52.36005832,-0.116549928,335.8878512,298.4384975,0.888506376,Dfb,D
165,Grimes_BE 1997-2010,72,-9.332603624,-63.01060543,2.133069324,46.18943883,-0.119292581,309.0294085,300.3667799,0.971968271,Dfb,D
166,Grimes_BE 1997-2010,72,-9.709242586,-65.68276504,1.823526202,48.12811167,-0.120767221,275.2730696,267.0536597,0.970140886,Dfb,D
167,Grimes_BE 1997-2010,72,-9.625794859,-65.27696228,1.941153052,49.77106835,-0.120500988,303.0317123,289.0148089,0.953744434,Dfb,D
168,Grimes_BE 1997-2010,72,-9.640519562,-65.46752872,1.846275348,48.88303873,-0.120882054,283.0790815,273.6456343,0.966675577,Dfb,D
169,Grimes_BE 1997-2010,72,-9.299199966,-62.81992322,1.908116018,45.92414493,-0.118211601,274.8518863,274.7390451,0.999589447,Dfb,D
170,Grimes_BE 1997-2010,72,-9.633793624,-65.44114351,2.000957299,49.37414856,-0.12091221,309.8775011,294.5473368,0.950528308,Dfb,D
171,Grimes_BE 1997-2010,72,-9.266368558,-62.35178775,1.677031198,46.26276963,-0.119817421,243.3461449,243.3461449,1,Dfb,D
172,Grimes_BE 1997-2010,72,-8.818643264,-60.7022633,2.669570719,47.29677683,-0.12529625,396.0270893,307.3016898,0.775961287,Dfb,D
173,Grimes_BE 1997-2010,72,-9.166694575,-62.07536458,2.194645682,47.49438424,-0.117915033,326.9335559,307.2520649,0.939799722,Dfb,D
174,Grimes_BE 1997-2010,72,-8.809239305,-60.38405431,2.577615071,46.72552456,-0.121072204,377.7678915,304.9772512,0.807313851,Dfb,D
175,Grimes_BE 1997-2010,84,-9.500050717,-64.24234905,1.860166196,49.52126948,-0.119901,288.9325137,279.751053,0.968222819,Dfb,D
176,Grimes_BE 1997-2010,84,-8.613819608,-59.62922123,2.366274178,46.82441575,-0.118667304,347.5271272,297.1730078,0.85510737,Dfb,D
